CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
846;com.allenstudio.ir.core.ConfigurationManagerEvoSuiteTest$null;21;55;9;32;32;9;0;8;1;694;32
1009;com.allenstudio.ir.core.PluginManagerEvoSuiteTest$null;9;16;0;11;11;9;0;8;1;694;43
1010;com.allenstudio.ir.core.plugins.AbstractNoteEvoSuiteTest$null;6;21;0;0;0;9;0;8;1;694;43
4960;com.allenstudio.ir.core.plugins.CommonNoteEvoSuiteTest$null;25;165;7;114;114;16;3;12;1;687;157
4969;com.allenstudio.ir.core.plugins.CommonNoteModelEvoSuiteTest$null;6;2;1;1;1;17;4;12;1;686;158
4969;com.allenstudio.ir.event.NoteListDataEventEvoSuiteTest$null;5;1;0;0;0;17;4;12;1;686;158
4970;com.allenstudio.ir.event.NoteListEventEvoSuiteTest$null;5;1;0;0;0;17;4;12;1;686;158
5354;com.allenstudio.ir.ui.DefaultNoteListModelEvoSuiteTest$null;18;13;10;16;16;27;9;17;1;676;174
7916;com.allenstudio.ir.ui.NoteListCellEvoSuiteTest$null;26;25;19;90;96;46;28;17;1;657;264
12590;com.allenstudio.ir.ui.NoteListEvoSuiteTest$null;42;49;18;105;131;64;45;18;1;639;369
12621;com.allenstudio.ir.ui.StatusBarEvoSuiteTest$null;5;2;3;5;5;67;47;19;1;636;374
12953;com.allenstudio.ir.ui.ToolbarEvoSuiteTest$null;10;10;11;22;22;78;53;23;2;625;396
12954;com.allenstudio.ir.ui.UIResourcesEvoSuiteTest$null;7;3;0;0;0;78;53;23;2;625;396
23560;com.allenstudio.ir.ui.calendar.DateChooserEvoSuiteTest$null;71;127;32;298;298;110;53;55;2;593;694
23628;com.allenstudio.ir.ui.calendar.MonthlyCalendarModelEvoSuiteTest$null;6;2;7;15;16;117;59;56;2;586;709
24010;com.allenstudio.ir.util.InspirentoUtilitiesEvoSuiteTest$null;7;2;10;20;25;127;62;60;5;576;729
26774;com.allenstudio.ir.util.XmlElementEvoSuiteTest$null;16;11;92;155;156;219;119;88;12;484;884
