CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
930;com.allenstudio.ir.core.ConfigurationManagerEvoSuiteTest$null;22;57;9;32;32;9;0;8;1;694;32
1093;com.allenstudio.ir.core.PluginManagerEvoSuiteTest$null;10;16;0;11;11;9;0;8;1;694;43
1094;com.allenstudio.ir.core.plugins.AbstractNoteEvoSuiteTest$null;6;21;0;0;0;9;0;8;1;694;43
5049;com.allenstudio.ir.core.plugins.CommonNoteEvoSuiteTest$null;26;168;7;114;114;16;3;12;1;687;157
5053;com.allenstudio.ir.core.plugins.CommonNoteModelEvoSuiteTest$null;6;3;1;1;1;17;4;12;1;686;158
5053;com.allenstudio.ir.event.NoteListDataEventEvoSuiteTest$null;5;2;0;0;0;17;4;12;1;686;158
5053;com.allenstudio.ir.event.NoteListEventEvoSuiteTest$null;5;1;0;0;0;17;4;12;1;686;158
5411;com.allenstudio.ir.ui.DefaultNoteListModelEvoSuiteTest$null;20;14;10;16;16;27;9;17;1;676;174
7854;com.allenstudio.ir.ui.NoteListCellEvoSuiteTest$null;26;25;19;90;96;46;28;17;1;657;264
11200;com.allenstudio.ir.ui.NoteListEvoSuiteTest$null;47;48;18;105;131;64;45;18;1;639;369
11224;com.allenstudio.ir.ui.StatusBarEvoSuiteTest$null;6;2;3;5;5;67;47;19;1;636;374
11513;com.allenstudio.ir.ui.ToolbarEvoSuiteTest$null;10;10;11;22;22;78;53;23;2;625;396
11513;com.allenstudio.ir.ui.UIResourcesEvoSuiteTest$null;8;4;0;0;0;78;53;23;2;625;396
24397;com.allenstudio.ir.ui.calendar.DateChooserEvoSuiteTest$null;76;133;32;298;298;110;53;55;2;593;694
24500;com.allenstudio.ir.ui.calendar.MonthlyCalendarModelEvoSuiteTest$null;7;3;7;15;16;117;59;56;2;586;709
24882;com.allenstudio.ir.util.InspirentoUtilitiesEvoSuiteTest$null;7;2;10;20;25;127;62;60;5;576;729
27815;com.allenstudio.ir.util.XmlElementEvoSuiteTest$null;18;11;92;155;156;219;119;88;12;484;884
