CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
160;net.sf.jniinchi.INCHI_BOND_STEREOEvoSuiteTest$null;10;19;2;16;16;2;2;0;0;164;16
297;net.sf.jniinchi.INCHI_BOND_TYPEEvoSuiteTest$null;8;4;2;10;10;4;4;0;0;162;26
580;net.sf.jniinchi.INCHI_KEYEvoSuiteTest$null;13;7;2;14;14;6;6;0;0;160;40
696;net.sf.jniinchi.INCHI_KEY_STATUSEvoSuiteTest$null;9;3;2;10;10;8;8;0;0;158;50
717;net.sf.jniinchi.INCHI_OPTIONEvoSuiteTest$null;6;2;2;2;2;10;10;0;0;156;52
830;net.sf.jniinchi.INCHI_PARITYEvoSuiteTest$null;9;3;2;10;10;12;12;0;0;154;62
929;net.sf.jniinchi.INCHI_RADICALEvoSuiteTest$null;9;3;2;8;8;14;14;0;0;152;70
1160;net.sf.jniinchi.INCHI_RETEvoSuiteTest$null;10;4;2;16;16;16;16;0;0;150;86
1296;net.sf.jniinchi.INCHI_STATUSEvoSuiteTest$null;9;3;2;12;12;18;18;0;0;148;98
1372;net.sf.jniinchi.INCHI_STEREOTYPEEvoSuiteTest$null;9;3;2;8;8;20;20;0;0;146;106
1870;net.sf.jniinchi.JniInchiAtomEvoSuiteTest$null;19;11;22;30;32;42;40;2;0;124;136
2343;net.sf.jniinchi.JniInchiBondEvoSuiteTest$null;12;7;4;29;54;46;44;2;0;120;165
2456;net.sf.jniinchi.JniInchiInputDataEvoSuiteTest$null;7;3;0;14;16;46;44;2;0;120;179
2626;net.sf.jniinchi.JniInchiOutputEvoSuiteTest$null;11;5;0;14;16;46;44;2;0;120;193
2763;net.sf.jniinchi.JniInchiOutputKeyEvoSuiteTest$null;8;3;3;15;17;49;47;2;0;117;208
2983;net.sf.jniinchi.JniInchiOutputStructureEvoSuiteTest$null;9;4;3;21;23;52;48;4;0;114;229
3570;net.sf.jniinchi.JniInchiStereo0DEvoSuiteTest$null;13;7;17;40;65;69;50;19;0;97;269
3911;net.sf.jniinchi.JniInchiStructureEvoSuiteTest$null;13;8;5;23;60;74;55;19;0;92;292
