CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
207;net.sf.jniinchi.INCHI_BOND_STEREOEvoSuiteTest$null;12;20;2;16;16;2;2;0;0;164;16
308;net.sf.jniinchi.INCHI_BOND_TYPEEvoSuiteTest$null;8;4;2;10;10;4;4;0;0;162;26
452;net.sf.jniinchi.INCHI_KEYEvoSuiteTest$null;13;7;2;14;14;6;6;0;0;160;40
566;net.sf.jniinchi.INCHI_KEY_STATUSEvoSuiteTest$null;9;3;2;10;10;8;8;0;0;158;50
587;net.sf.jniinchi.INCHI_OPTIONEvoSuiteTest$null;7;2;2;2;2;10;10;0;0;156;52
700;net.sf.jniinchi.INCHI_PARITYEvoSuiteTest$null;9;3;2;10;10;12;12;0;0;154;62
788;net.sf.jniinchi.INCHI_RADICALEvoSuiteTest$null;8;3;2;8;8;14;14;0;0;152;70
980;net.sf.jniinchi.INCHI_RETEvoSuiteTest$null;10;4;2;16;16;16;16;0;0;150;86
1120;net.sf.jniinchi.INCHI_STATUSEvoSuiteTest$null;10;3;2;12;12;18;18;0;0;148;98
1195;net.sf.jniinchi.INCHI_STEREOTYPEEvoSuiteTest$null;8;3;2;8;8;20;20;0;0;146;106
1653;net.sf.jniinchi.JniInchiAtomEvoSuiteTest$null;19;11;23;30;32;43;43;0;0;123;136
2083;net.sf.jniinchi.JniInchiBondEvoSuiteTest$null;13;8;3;29;54;46;46;0;0;120;165
2237;net.sf.jniinchi.JniInchiInputDataEvoSuiteTest$null;8;4;0;14;16;46;46;0;0;120;179
2393;net.sf.jniinchi.JniInchiOutputEvoSuiteTest$null;10;5;0;14;16;46;46;0;0;120;193
2531;net.sf.jniinchi.JniInchiOutputKeyEvoSuiteTest$null;8;2;3;15;17;49;49;0;0;117;208
2742;net.sf.jniinchi.JniInchiOutputStructureEvoSuiteTest$null;9;4;4;21;23;53;51;2;0;113;229
3328;net.sf.jniinchi.JniInchiStereo0DEvoSuiteTest$null;12;7;21;40;65;74;57;17;0;92;269
3638;net.sf.jniinchi.JniInchiStructureEvoSuiteTest$null;14;9;5;21;60;79;62;17;0;87;290
