CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
364;net.sourceforge.schemaspy.DbAnalyzerEvoSuiteTest$null;13;32;3;20;20;3;3;0;0;992;20
365;net.sourceforge.schemaspy.MainEvoSuiteTest$null;6;4;0;0;0;3;3;0;0;992;20
4631;net.sourceforge.schemaspy.MultipleSchemaAnalyzerEvoSuiteTest$null;23;23;16;107;107;19;4;15;0;976;127
4673;net.sourceforge.schemaspy.RevisionEvoSuiteTest$null;4;2;1;6;6;20;5;15;0;975;133
10753;net.sourceforge.schemaspy.SchemaAnalyzerEvoSuiteTest$null;33;37;20;141;147;40;9;31;0;955;274
10805;net.sourceforge.schemaspy.TableOrdererEvoSuiteTest$null;4;3;2;9;9;42;9;33;0;953;283
11991;net.sourceforge.schemaspy.model.DatabaseEvoSuiteTest$null;19;35;1;45;56;43;9;34;0;952;328
12608;net.sourceforge.schemaspy.model.ForeignKeyConstraintEvoSuiteTest$null;16;13;25;37;37;68;28;40;0;927;365
12786;net.sourceforge.schemaspy.model.RoutineEvoSuiteTest$null;8;4;2;16;16;70;30;40;0;925;381
12786;net.sourceforge.schemaspy.model.RoutineParameterEvoSuiteTest$null;4;2;0;0;0;70;30;40;0;925;381
12961;net.sourceforge.schemaspy.model.TableEvoSuiteTest$null;12;11;7;10;10;77;37;40;0;918;391
12967;net.sourceforge.schemaspy.model.xml.ForeignKeyMetaEvoSuiteTest$null;5;2;1;1;1;78;37;41;0;917;392
13202;net.sourceforge.schemaspy.model.xml.SchemaMetaEvoSuiteTest$null;9;7;3;11;11;81;38;42;1;914;403
15209;net.sourceforge.schemaspy.ui.DbConfigTableModelEvoSuiteTest$null;59;38;22;59;67;103;57;45;1;892;462
20500;net.sourceforge.schemaspy.ui.DirectoryCellEditorEvoSuiteTest$null;96;121;5;52;67;108;61;46;1;887;514
20908;net.sourceforge.schemaspy.ui.UiUtilsEvoSuiteTest$null;61;59;7;16;16;115;64;50;1;880;530
20979;net.sourceforge.schemaspy.util.DOMUtilEvoSuiteTest$null;8;13;2;8;8;117;65;51;1;878;538
21606;net.sourceforge.schemaspy.util.DbSpecificConfigEvoSuiteTest$null;16;11;3;30;37;120;67;52;1;875;568
21607;net.sourceforge.schemaspy.util.DbSpecificOptionEvoSuiteTest$null;5;2;0;0;0;120;67;52;1;875;568
25774;net.sourceforge.schemaspy.util.DotEvoSuiteTest$null;18;96;21;165;171;141;81;59;1;854;733
25877;net.sourceforge.schemaspy.util.HtmlEncoderEvoSuiteTest$null;4;1;8;17;17;149;86;62;1;846;750
26878;net.sourceforge.schemaspy.util.InflectionEvoSuiteTest$null;10;7;31;105;105;180;105;74;1;815;855
26878;net.sourceforge.schemaspy.util.PasswordReaderEvoSuiteTest$null;6;2;0;0;0;180;105;74;1;815;855
26894;net.sourceforge.schemaspy.util.ResourceWriterEvoSuiteTest$null;8;3;1;2;2;181;105;75;1;814;857
26894;net.sourceforge.schemaspy.util.ResultSetDumperEvoSuiteTest$null;3;1;0;0;0;181;105;75;1;814;857
27089;net.sourceforge.schemaspy.util.VersionEvoSuiteTest$null;6;3;16;30;38;197;119;77;1;798;887
27089;net.sourceforge.schemaspy.view.DotConnectorFinderEvoSuiteTest$null;4;1;0;0;0;197;119;77;1;798;887
30099;net.sourceforge.schemaspy.view.DotFormatterEvoSuiteTest$null;21;16;3;125;139;200;121;78;1;795;1012
30217;net.sourceforge.schemaspy.view.DotNodeEvoSuiteTest$null;11;8;0;10;11;200;121;78;1;795;1022
30852;net.sourceforge.schemaspy.view.HtmlColumnsPageEvoSuiteTest$null;12;10;5;51;52;205;122;82;1;790;1073
30929;net.sourceforge.schemaspy.view.HtmlConstraintsPageEvoSuiteTest$null;11;8;1;7;11;206;123;82;1;789;1080
33168;net.sourceforge.schemaspy.view.HtmlDiagramFormatterEvoSuiteTest$null;15;11;0;109;127;206;123;82;1;789;1189
33267;net.sourceforge.schemaspy.view.HtmlFormatterEvoSuiteTest$null;10;6;1;6;10;207;124;82;1;788;1195
33953;net.sourceforge.schemaspy.view.HtmlMainIndexPageEvoSuiteTest$null;12;9;3;38;42;210;125;84;1;785;1233
34065;net.sourceforge.schemaspy.view.HtmlMultipleSchemasIndexPageEvoSuiteTest$null;11;8;0;7;11;210;125;84;1;785;1240
36575;net.sourceforge.schemaspy.view.HtmlOrphansPageEvoSuiteTest$null;17;12;3;112;130;213;127;85;1;782;1352
39055;net.sourceforge.schemaspy.view.HtmlRelationshipsPageEvoSuiteTest$null;17;13;1;114;132;214;128;85;1;781;1466
39155;net.sourceforge.schemaspy.view.HtmlRoutinesPageEvoSuiteTest$null;11;9;1;7;11;215;129;85;1;780;1473
41267;net.sourceforge.schemaspy.view.HtmlTableDiagrammerEvoSuiteTest$null;16;13;2;111;129;217;130;86;1;778;1584
41769;net.sourceforge.schemaspy.view.HtmlTablePageEvoSuiteTest$null;13;10;1;27;31;218;130;87;1;777;1611
42962;net.sourceforge.schemaspy.view.StyleSheetEvoSuiteTest$null;15;11;39;62;68;257;131;124;2;738;1673
42990;net.sourceforge.schemaspy.view.TextFormatterEvoSuiteTest$null;5;2;0;4;4;257;131;124;2;738;1677
42990;net.sourceforge.schemaspy.view.WriteStatsEvoSuiteTest$null;6;3;0;0;0;257;131;124;2;738;1677
42997;net.sourceforge.schemaspy.view.XmlTableFormatterEvoSuiteTest$null;6;6;0;1;1;257;131;124;2;738;1678
