CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
145;net.sourceforge.schemaspy.DbAnalyzerEvoSuiteTest$null;13;33;0;9;9;0;0;0;0;796;9
146;net.sourceforge.schemaspy.MainEvoSuiteTest$null;5;3;0;0;0;0;0;0;0;796;9
402;net.sourceforge.schemaspy.MultipleSchemaAnalyzerEvoSuiteTest$null;10;8;8;19;19;8;3;5;0;788;28
449;net.sourceforge.schemaspy.RevisionEvoSuiteTest$null;5;2;1;6;6;9;4;5;0;787;34
6490;net.sourceforge.schemaspy.SchemaAnalyzerEvoSuiteTest$null;34;45;13;126;130;22;4;18;0;774;160
6597;net.sourceforge.schemaspy.TableOrdererEvoSuiteTest$null;6;4;2;11;11;24;4;20;0;772;171
8164;net.sourceforge.schemaspy.model.DatabaseEvoSuiteTest$null;19;33;1;46;56;25;4;21;0;771;217
8786;net.sourceforge.schemaspy.model.ForeignKeyConstraintEvoSuiteTest$null;16;13;24;37;37;49;22;27;0;747;254
8936;net.sourceforge.schemaspy.model.RoutineEvoSuiteTest$null;7;5;1;16;16;50;23;27;0;746;270
8936;net.sourceforge.schemaspy.model.RoutineParameterEvoSuiteTest$null;5;2;0;0;0;50;23;27;0;746;270
9118;net.sourceforge.schemaspy.model.TableEvoSuiteTest$null;12;10;7;10;10;57;30;27;0;739;280
9124;net.sourceforge.schemaspy.model.xml.ForeignKeyMetaEvoSuiteTest$null;4;2;1;1;1;58;30;28;0;738;281
9348;net.sourceforge.schemaspy.model.xml.SchemaMetaEvoSuiteTest$null;9;7;2;10;11;60;31;28;1;736;291
11363;net.sourceforge.schemaspy.ui.DbConfigTableModelEvoSuiteTest$null;59;37;27;60;68;87;49;37;1;709;351
15439;net.sourceforge.schemaspy.ui.DirectoryCellEditorEvoSuiteTest$null;72;83;2;48;68;89;50;38;1;707;399
15531;net.sourceforge.schemaspy.ui.UiUtilsEvoSuiteTest$null;7;4;6;12;12;95;53;41;1;701;411
15596;net.sourceforge.schemaspy.util.DOMUtilEvoSuiteTest$null;6;13;2;8;8;97;54;42;1;699;419
18081;net.sourceforge.schemaspy.util.DbSpecificConfigEvoSuiteTest$null;74;87;9;90;96;106;56;49;1;690;509
18081;net.sourceforge.schemaspy.util.DbSpecificOptionEvoSuiteTest$null;5;1;0;0;0;106;56;49;1;690;509
20315;net.sourceforge.schemaspy.util.DotEvoSuiteTest$null;34;115;12;91;106;118;68;49;1;678;600
20429;net.sourceforge.schemaspy.util.HtmlEncoderEvoSuiteTest$null;4;1;8;17;17;126;73;52;1;670;617
21529;net.sourceforge.schemaspy.util.InflectionEvoSuiteTest$null;10;8;26;105;105;152;87;64;1;644;722
21546;net.sourceforge.schemaspy.util.ResourceWriterEvoSuiteTest$null;6;4;1;2;2;153;87;65;1;643;724
21546;net.sourceforge.schemaspy.util.ResultSetDumperEvoSuiteTest$null;4;0;0;0;0;153;87;65;1;643;724
21765;net.sourceforge.schemaspy.util.VersionEvoSuiteTest$null;5;3;16;30;38;169;101;67;1;627;754
21766;net.sourceforge.schemaspy.view.DotConnectorFinderEvoSuiteTest$null;4;1;0;0;0;169;101;67;1;627;754
23210;net.sourceforge.schemaspy.view.DotFormatterEvoSuiteTest$null;23;23;3;56;70;172;103;68;1;624;810
23376;net.sourceforge.schemaspy.view.DotNodeEvoSuiteTest$null;10;7;0;10;11;172;103;68;1;624;820
24352;net.sourceforge.schemaspy.view.HtmlColumnsPageEvoSuiteTest$null;16;14;20;42;48;192;105;86;1;604;862
24502;net.sourceforge.schemaspy.view.HtmlConstraintsPageEvoSuiteTest$null;10;8;1;11;15;193;106;86;1;603;873
25271;net.sourceforge.schemaspy.view.HtmlDiagramFormatterEvoSuiteTest$null;18;19;0;44;62;193;106;86;1;603;917
25337;net.sourceforge.schemaspy.view.HtmlFormatterEvoSuiteTest$null;8;6;0;5;9;193;106;86;1;603;922
26117;net.sourceforge.schemaspy.view.HtmlMainIndexPageEvoSuiteTest$null;13;11;3;38;42;196;107;88;1;600;960
26241;net.sourceforge.schemaspy.view.HtmlMultipleSchemasIndexPageEvoSuiteTest$null;9;7;0;7;11;196;107;88;1;600;967
27216;net.sourceforge.schemaspy.view.HtmlOrphansPageEvoSuiteTest$null;20;20;3;47;65;199;109;89;1;597;1014
28379;net.sourceforge.schemaspy.view.HtmlRelationshipsPageEvoSuiteTest$null;21;20;1;49;67;200;110;89;1;596;1063
28499;net.sourceforge.schemaspy.view.HtmlRoutinesPageEvoSuiteTest$null;9;8;1;7;11;201;111;89;1;595;1070
29390;net.sourceforge.schemaspy.view.HtmlTableDiagrammerEvoSuiteTest$null;20;19;2;46;64;203;112;90;1;593;1116
29743;net.sourceforge.schemaspy.view.HtmlTablePageEvoSuiteTest$null;10;9;1;26;30;204;112;91;1;592;1142
30650;net.sourceforge.schemaspy.view.StyleSheetEvoSuiteTest$null;13;11;39;62;68;243;113;128;2;553;1204
30675;net.sourceforge.schemaspy.view.TextFormatterEvoSuiteTest$null;5;2;0;4;4;243;113;128;2;553;1208
30676;net.sourceforge.schemaspy.view.WriteStatsEvoSuiteTest$null;5;3;0;0;0;243;113;128;2;553;1208
30681;net.sourceforge.schemaspy.view.XmlTableFormatterEvoSuiteTest$null;5;5;0;1;1;243;113;128;2;553;1209
