CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
179;net.sourceforge.schemaspy.DbAnalyzerEvoSuiteTest$null;9;29;0;9;9;0;0;0;0;867;9
179;net.sourceforge.schemaspy.MainEvoSuiteTest$null;6;4;0;0;0;0;0;0;0;867;9
715;net.sourceforge.schemaspy.MultipleSchemaAnalyzerEvoSuiteTest$null;10;8;8;19;19;8;1;5;2;859;28
770;net.sourceforge.schemaspy.RevisionEvoSuiteTest$null;4;2;1;6;6;9;2;5;2;858;34
7356;net.sourceforge.schemaspy.SchemaAnalyzerEvoSuiteTest$null;32;35;16;136;143;25;2;21;2;842;170
7356;net.sourceforge.schemaspy.TableOrdererEvoSuiteTest$null;4;1;0;0;0;25;2;21;2;842;170
8679;net.sourceforge.schemaspy.model.DatabaseEvoSuiteTest$null;20;36;1;46;56;26;2;22;2;841;216
9254;net.sourceforge.schemaspy.model.ForeignKeyConstraintEvoSuiteTest$null;14;11;21;37;37;47;17;28;2;820;253
9409;net.sourceforge.schemaspy.model.RoutineEvoSuiteTest$null;8;5;2;16;16;49;19;28;2;818;269
9409;net.sourceforge.schemaspy.model.RoutineParameterEvoSuiteTest$null;4;2;0;0;0;49;19;28;2;818;269
9596;net.sourceforge.schemaspy.model.TableEvoSuiteTest$null;12;11;7;10;10;56;26;28;2;811;279
9602;net.sourceforge.schemaspy.model.xml.ForeignKeyMetaEvoSuiteTest$null;5;2;1;1;1;57;26;29;2;810;280
9829;net.sourceforge.schemaspy.model.xml.SchemaMetaEvoSuiteTest$null;9;8;2;10;11;59;27;29;3;808;290
11798;net.sourceforge.schemaspy.ui.DbConfigTableModelEvoSuiteTest$null;60;39;26;62;68;85;44;38;3;782;352
14190;net.sourceforge.schemaspy.ui.DirectoryCellEditorEvoSuiteTest$null;58;60;2;35;46;87;45;39;3;780;387
14277;net.sourceforge.schemaspy.ui.UiUtilsEvoSuiteTest$null;8;5;6;10;10;93;48;42;3;774;397
14342;net.sourceforge.schemaspy.util.DOMUtilEvoSuiteTest$null;7;13;2;8;8;95;49;43;3;772;405
14856;net.sourceforge.schemaspy.util.DbSpecificConfigEvoSuiteTest$null;14;12;3;30;37;98;51;44;3;769;435
14857;net.sourceforge.schemaspy.util.DbSpecificOptionEvoSuiteTest$null;4;1;0;0;0;98;51;44;3;769;435
18611;net.sourceforge.schemaspy.util.DotEvoSuiteTest$null;17;100;21;165;171;119;65;51;3;748;600
18703;net.sourceforge.schemaspy.util.HtmlEncoderEvoSuiteTest$null;4;2;8;17;17;127;70;54;3;740;617
19809;net.sourceforge.schemaspy.util.InflectionEvoSuiteTest$null;10;7;31;105;105;158;89;66;3;709;722
19818;net.sourceforge.schemaspy.util.PasswordReaderEvoSuiteTest$null;5;29;1;1;1;159;90;66;3;708;723
19840;net.sourceforge.schemaspy.util.ResourceWriterEvoSuiteTest$null;7;3;1;2;2;160;90;67;3;707;725
19841;net.sourceforge.schemaspy.util.ResultSetDumperEvoSuiteTest$null;3;1;0;0;0;160;90;67;3;707;725
20081;net.sourceforge.schemaspy.util.VersionEvoSuiteTest$null;7;3;16;30;38;176;104;69;3;691;755
20081;net.sourceforge.schemaspy.view.DotConnectorFinderEvoSuiteTest$null;3;1;0;0;0;176;104;69;3;691;755
23245;net.sourceforge.schemaspy.view.DotFormatterEvoSuiteTest$null;18;15;3;122;136;179;106;70;3;688;877
23421;net.sourceforge.schemaspy.view.DotNodeEvoSuiteTest$null;10;8;0;10;11;179;106;70;3;688;887
24224;net.sourceforge.schemaspy.view.HtmlColumnsPageEvoSuiteTest$null;17;15;20;42;48;199;108;88;3;668;929
24303;net.sourceforge.schemaspy.view.HtmlConstraintsPageEvoSuiteTest$null;11;8;1;7;11;200;109;88;3;667;936
26195;net.sourceforge.schemaspy.view.HtmlDiagramFormatterEvoSuiteTest$null;13;12;0;109;127;200;109;88;3;667;1045
26278;net.sourceforge.schemaspy.view.HtmlFormatterEvoSuiteTest$null;9;6;1;6;10;201;109;89;3;666;1051
26951;net.sourceforge.schemaspy.view.HtmlMainIndexPageEvoSuiteTest$null;11;9;3;38;42;204;110;91;3;663;1089
27059;net.sourceforge.schemaspy.view.HtmlMultipleSchemasIndexPageEvoSuiteTest$null;9;8;0;7;11;204;110;91;3;663;1096
29471;net.sourceforge.schemaspy.view.HtmlOrphansPageEvoSuiteTest$null;14;12;3;112;130;207;112;92;3;660;1208
31506;net.sourceforge.schemaspy.view.HtmlRelationshipsPageEvoSuiteTest$null;15;13;1;114;132;208;113;92;3;659;1322
31592;net.sourceforge.schemaspy.view.HtmlRoutinesPageEvoSuiteTest$null;10;8;1;7;11;209;114;92;3;658;1329
34019;net.sourceforge.schemaspy.view.HtmlTableDiagrammerEvoSuiteTest$null;13;12;2;111;129;211;115;93;3;656;1440
36810;net.sourceforge.schemaspy.view.HtmlTablePageEvoSuiteTest$null;32;15;1;123;140;212;115;94;3;655;1563
37778;net.sourceforge.schemaspy.view.StyleSheetEvoSuiteTest$null;26;11;37;60;68;249;116;129;4;618;1623
37778;net.sourceforge.schemaspy.view.TextFormatterEvoSuiteTest$null;7;1;0;0;0;249;116;129;4;618;1623
37779;net.sourceforge.schemaspy.view.WriteStatsEvoSuiteTest$null;9;2;0;0;0;249;116;129;4;618;1623
37785;net.sourceforge.schemaspy.view.XmlTableFormatterEvoSuiteTest$null;10;4;0;1;1;249;116;129;4;618;1624
